# Moreno-Paz S, Schmitz J, Martins dos Santos VAP, Suarez-Diez M (2022). Microbial Biotechnology 15:1434-1445,
# doi:10.1111/1751-7915.13995. Their own fed-batch experiment. Data: SupData_Fermentation.xlsx, sheet Fed-batch
# (https://gitlab.com/saramorenopaz/ecmodels-predict-growth-dynamics-s.-cerevisiae, MIT licence). Copied unchanged.
# Conditions (their Appendix S1): S. cerevisiae CEN.PK113-7D, 1 L DASGIP fermenter, pH 5.1, 30 C.
#   Batch: 400 g medium with 2.5 g/kg glucose (defined, Verduyn 1992). After 4 h: exponential feed for mu = 0.05 1/h.
#   Feed: 209 g/kg glucose + 7.67 g/kg ethanol (defined). Inoculum size and initial feed rate are NOT reported.
# OUR and CPR in mmol per kg broth per hour (off-gas analysis). Biomass in g/kg, measured 5 times. TEST DATA ONLY.
t_h,OUR_mmol_per_kg_h,CPR_mmol_per_kg_h,biomass_g_per_kg
0,-0.9467,0.0105449,
0.0333333,-0.947887,0.0105451,
0.0666667,-0.949073,0.0105453,
0.1,-0.727634,0.0105454,
0.133333,-0.62219,0.0105456,
0.166667,-0.464014,0.221461,
0.2,-0.395472,0.221465,
0.233333,-0.326929,0.43239,
0.266667,-0.210925,0.432397,
0.3,-0.184563,0.643333,
0.333333,-0.158199,0.643343,
0.366667,-0.0210935,0.643353,
0.4,-0.00131837,0.864849,
0.433333,0.0184574,0.864863,
0.466667,0.0382339,0.864877,
0.5,0.0580109,0.86489,
0.533333,0.0777886,1.07586,
0.566667,0.097567,1.07587,
0.6,0.117346,1.07589,
0.633333,0.137126,1.07591,
0.666667,0,1.28689,
0.7,0.116033,1.28691,
0.733333,0.100212,1.28693,
0.766667,0.0843903,1.28695,
0.8,0.0808753,1.28697,
0.833333,0.0773601,1.49797,
0.866667,0.0738449,1.498,
0.9,0.0703295,1.49802,
0.933333,0.0668141,1.49804,
0.966667,0.0632985,1.49806,
1,0.284848,1.49809,
1.03333,0.275621,1.70911,
1.06667,0.266393,1.70914,
1.1,0.257166,1.70916,
1.13333,0.247938,1.70919,
1.16667,0.23871,1.70922,
1.2,0.229482,1.93081,
1.23333,0.220253,1.92556,
1.26667,0.211024,1.92032,
1.3,0.200476,1.92035,
1.33333,0.189928,2.14196,
1.36667,0.179379,2.142,
1.4,0.16883,2.14203,
1.43333,0.400979,2.14207,
1.46667,0.378562,2.35315,
1.5,0.356145,2.35319,
1.53333,0.333727,2.35324,
1.56667,0.311308,2.56433,
1.6,0.288889,2.56438,
1.63333,0.266468,2.56443,
1.66667,0.244047,2.56448,
1.7,0.221625,2.77559,
1.73333,0.258568,2.77565,
1.76667,0.295512,2.7757,
1.8,0.284963,2.99739,
1.83333,0.453839,2.99745,
1.86667,0.443293,2.99751,
1.9,0.432747,2.99757,
1.93333,0.4222,3.20872,
1.96667,0.411653,3.20879,
2,0.401106,3.20885,
2.03333,0.390558,3.42002,
2.06667,0.38001,3.42009,
2.1,0.601694,3.42015,
2.13333,0.582704,3.63134,
2.16667,0.563714,3.70179,
2.2,0.544722,3.77224,
2.23333,0.525731,3.84269,
2.26667,0.506738,3.84276,
2.3,0.49619,3.84284,
2.33333,0.485643,4.06462,
2.36667,0.717921,4.0647,
2.4,0.69154,4.27594,
2.43333,0.665159,4.27602,
2.46667,0.638777,4.27611,
2.5,0.612393,4.48736,
2.53333,0.834139,4.55785,
2.56667,0.591301,4.62834,
2.6,0.844733,4.69883,
2.63333,0.819409,4.77284,
2.66667,0.794083,4.84686,
2.7,0.768757,4.92089,
2.73333,0.74343,4.91044,
2.76667,0.718101,5.13231,
2.8,0.950449,5.13243,
2.83333,0.947453,5.13254,
2.86667,0.944457,5.34388,
2.9,0.941461,5.344,
2.93333,0.938464,5.34412,
2.96667,0.935468,5.55547,
3,0.932471,5.5556,
3.03333,0.929474,5.55572,
3.06667,1.07737,5.76709,
3.1,1.10908,5.77779,
3.13333,1.01404,5.98917,
3.16667,1.05632,5.97875,
3.2,1.04049,6.20071,
3.23333,1.02467,6.30649,
3.26667,1.18315,6.41227,
3.3,1.17792,6.41252,
3.33333,1.17268,6.41277,
3.36667,1.16744,6.62432,
3.4,1.16221,6.62458,
3.43333,1.38414,6.62484,
3.46667,1.41378,6.847,
3.5,1.44342,6.84728,
3.53333,1.47307,7.0589,
3.56667,1.50272,7.05918,
3.6,1.53237,7.05947,
3.63333,1.57048,7.27113,
3.66667,1.60859,7.34189,
3.7,1.64671,7.41266,
3.73333,1.68483,7.48343,
3.76667,1.72295,7.48374,
3.8,1.71875,7.59482,
3.83333,1.71454,7.70591,
3.86667,1.71033,7.706,
3.9,1.70612,7.91751,
3.93333,1.70192,7.91408,
3.96667,1.8605,7.91066,
4,1.8563,7.90723,
4.03333,1.85209,8.12932,
4.06667,1.84788,8.12942,
4.1,1.84368,8.12952,
4.13333,1.83947,8.12962,
4.16667,2.09322,8.12972,
4.2,2.10382,8.12982,
4.23333,2.11441,8.12992,
4.26667,2.12501,8.13002,
4.3,2.14976,8.13031,
4.33333,2.1745,8.1306,
4.36667,2.19925,7.90884,
4.4,2.17817,7.91967,
4.43333,2.46374,7.69788,
4.46667,2.3898,7.69812,
4.5,2.31586,7.48687,
4.53333,2.44283,7.27561,
4.56667,2.47816,7.05376,
4.6,2.51349,6.84246,
4.63333,2.54882,6.63115,
4.66667,2.60706,6.41983,
4.7,2.66531,5.98638,
4.73333,2.64424,5.77502,
4.76667,2.62316,5.34152,
4.8,2.67961,5.13005,
4.83333,2.73606,4.70701,
4.86667,2.79251,4.48494,
4.9,2.94063,4.06188,
4.93333,3.01471,3.85037,
4.96667,3.08879,3.41671,
5,3.10998,3.20518,
5.03333,3.13117,2.99365,
5.06667,3.15236,2.78211,
5.1,3.30048,2.57057,
5.13333,3.26172,2.34844,
5.16667,3.22296,2.34846,
5.2,3.1842,2.1369,
5.23333,3.42753,2.03113,
5.26667,3.46987,1.92536,
5.3,3.48753,1.92537,
5.33333,3.50518,1.88306,
5.36667,3.52283,1.84076,
5.4,3.54048,1.79845,
5.43333,3.55813,1.75615,
5.46667,3.57579,1.71384,
5.5,3.58639,1.75617,
5.53333,3.79799,1.79849,
5.56667,3.79096,1.84082,
5.6,3.78393,1.88315,
5.63333,3.7769,1.92548,
5.66667,3.97793,1.92549,
5.7,3.99912,1.9255,
5.73333,4.0203,1.92551,
5.76667,4.04148,1.92552,
5.8,4.04509,1.92556,
5.83333,4.0487,1.9256,
5.86667,4.0523,1.92564,
5.9,4.3169,1.92568,
5.93333,4.34079,1.92571,
5.96667,4.36469,1.92575,
6,4.38859,1.92579,
6.03333,4.41249,1.93642,
6.06667,4.57132,2.0026,
6.1,4.60052,2.06878,
6.13333,4.62972,2.13496,
6.16667,4.65893,2.20115,
6.2,4.68814,2.21178,
6.23333,4.97398,2.22242,
6.26667,5.03759,2.23305,
6.3,5.06939,2.24366,
6.33333,5.08267,2.25426,
6.36667,5.09596,2.26487,
6.4,5.10925,2.50832,
6.43333,5.12254,2.52158,
6.46667,5.37662,2.53484,
6.5,5.41903,2.54811,
6.53333,5.46144,2.56137,
6.56667,5.48797,2.57464,
6.6,5.51451,2.5879,
6.63333,5.54105,2.60117,
6.66667,5.56747,2.61438,
6.7,5.62036,2.62848,
6.73333,5.67325,2.64258,
6.76667,5.94842,2.65668,
6.8,5.96445,2.91078,
6.83333,5.98049,2.92356,
6.86667,5.99653,2.93634,
6.9,6.01257,2.94912,
6.93333,6.22445,2.9619,
6.96667,6.20873,2.97469,
7,6.19302,2.99064,
7.03333,6.44726,3.0066,
7.06667,6.46507,3.27135,
7.1,6.48288,3.28626,
7.13333,6.50069,3.30116,
7.16667,6.81848,3.31607,
7.2,6.85747,3.33097,
7.23333,6.89646,3.34588,
7.26667,6.93545,3.36714,
7.3,6.95667,3.38304,
7.33333,6.97789,3.39894,
7.36667,6.99911,3.67427,
7.4,7.02033,3.68488,
7.43333,7.24275,3.70155,
7.46667,7.32752,3.71822,
7.5,7.40171,3.73489,
7.53333,7.47589,3.75156,
7.56667,7.50772,3.76823,
7.6,7.53956,3.78491,
7.63333,7.87848,3.80158,
7.66667,7.6244,4.08753,
7.7,7.86803,4.10874,
7.73333,7.89987,4.12996,
7.76667,7.93171,4.15118,
7.8,8.03782,4.16717,
7.83333,8.20746,4.18316,
7.86667,8.3877,4.19914,
7.9,8.41967,4.21513,
7.93333,8.45165,4.51178,
7.96667,8.48363,4.53308,
8,8.48384,4.55437,
8.03333,8.73825,4.57566,
8.06667,8.79142,4.59696,
8.1,8.84461,4.61473,
8.13333,8.89779,4.6325,
8.16667,8.97216,4.65027,
8.2,9.06242,4.66804,
8.23333,9.1527,4.68581,
8.26667,9.17412,4.70359,
8.3,9.38607,5.02144,
8.33333,9.4868,5.04268,
8.36667,9.58753,5.06038,
8.4,9.60881,5.07808,
8.43333,9.94791,5.09579,
8.46667,10.0063,5.42426,
8.5,10.0646,5.44549,
8.53333,10.1018,5.46673,
8.56667,10.139,5.48797,
8.6,10.1761,5.5092,
8.63333,10.2133,5.53044,
8.66667,10.2452,5.55168,
8.7,10.6055,5.57293,
8.73333,10.6851,5.59417,
8.76667,10.7646,5.61541,
8.8,10.7544,5.94405,
8.83333,11.0937,5.96805,
8.86667,11.094,5.99205,
8.9,11.2109,6.01606,
8.93333,11.3066,6.04006,
8.96667,11.5188,6.36873,
9,11.5403,6.3901,
9.03333,11.6784,6.41147,
9.06667,11.7264,6.43285,
9.1,11.7745,6.45776,
9.13333,12.0292,6.48267,
9.16667,12.2521,6.50758,
9.2,12.3796,6.52896,
9.23333,12.2845,6.87892,
9.26667,12.6347,6.91092,
9.3,12.7411,6.93232,
9.33333,12.4552,6.95372,
9.36667,13.8655,6.97513,
9.4,14.5337,6.99653,
9.43333,14.5871,7.02854,
9.46667,14.0045,7.38919,
9.5,13.8565,7.41591,
9.53333,13.8038,7.44262,
9.56667,13.465,7.46934,
9.6,13.483,7.49606,
9.63333,13.5011,7.86738,
9.66667,13.5191,7.89412,
9.7,13.9225,7.92086,
9.73333,13.9759,8.29223,
9.76667,14.1036,8.32428,
9.8,14.0134,8.69539,
9.83333,13.9232,8.71657,
9.86667,13.927,9.10908,
9.9,13.9307,9.49099,
9.93333,13.9345,9.88353,
9.96667,13.7651,10.2549,
10,13.7971,10.6475,
10.0333,13.8292,11.0401,
10.0667,13.6598,11.4433,
10.1,13.6177,12.2071,
10.1333,13.5755,12.5998,
10.1667,13.5334,13.0031,
10.2,13.4913,13.417,
10.2333,13.7779,13.8204,
10.2667,13.9585,14.2343,
10.3,14.2349,14.6379,
10.3333,14.2248,15.0522,
10.3667,14.5542,15.4665,
10.4,14.8306,15.902,
10.4333,15.0221,15.9451,
10.4667,15.0439,16.3595,
10.5,14.6626,16.4132,
10.5333,12.8701,15.3634,
10.5667,9.95268,13.921,
10.6,7.26852,11.6933,
10.6333,5.18898,9.08337,
10.6667,3.97944,7.21606,
10.7,3.35348,5.73062,
10.7333,2.93971,4.59529,
10.7667,2.66388,3.84192,
10.8,2.40923,3.47057,
10.8333,2.41992,3.0992,
10.8667,2.31385,2.91354,
10.9,2.25024,2.72788,
10.9333,2.18662,2.73858,
10.9667,2.12299,2.74928,
11,1.9426,2.3566,
11.0333,1.87897,2.36425,
11.0667,1.81533,2.37191,
11.1,1.75169,2.37957,
11.1333,1.91099,2.38723,
11.1667,1.64563,2.39489,
11.2,1.86865,2.40255,
11.2333,1.75191,2.41021,
11.2667,1.53961,2.01742,
11.3,1.26358,2.02412,
11.3333,1.46538,2.03082,
11.3667,1.35215,2.03752,
11.4,1.23892,2.04422,
11.4333,1.12569,2.05093,
11.4667,1.062,2.05763,
11.5,0.89211,2.06433,
11.5333,1.00897,2.07104,
11.5667,1.2639,1.6675,
11.6,0.870954,1.6711,
11.6333,0.971888,1.67469,
11.6667,1.07283,1.67829,
11.7,1.14722,1.68188,
11.7333,1.20037,1.68548,
11.7667,1.11542,1.68907,
11.8,1.07828,1.69125,
11.8333,1.04113,1.69342,
11.8667,1.23239,1.6956,
11.9,1.23951,1.69778,
11.9333,1.24663,1.69996,
11.9667,1.25376,1.70214,
12,0.765029,1.70431,
12.0333,0.64817,1.70649,
12.0667,1.00948,1.70867,
12.1,0.722596,1.71085,
12.1333,0.701365,1.71303,
12.1667,0.680133,1.71521,
12.2,0.977723,1.71739,
12.2333,0.967125,1.71957,
12.2667,0.77585,1.72175,
12.3,0.690842,1.72179,
12.3333,1.03097,1.72183,
12.3667,1.11603,1.72187,
12.4,1.29675,1.72191,
12.4333,1.19049,1.72196,
12.4667,1.14268,1.722,
12.5,1.09488,1.72204,
12.5333,1.28624,1.72208,
12.5667,0.90358,1.72212,
12.6,0.98333,1.72216,
12.6333,1.06311,1.72224,
12.6667,1.27579,1.72232,
12.7,1.30775,1.7224,
12.7333,1.06326,2.14779,
12.7667,1.05268,1.72257,
12.8,1.24412,1.72262,
12.8333,1.21225,1.72267,
12.8667,1.18039,1.72273,
12.9,1.01027,1.72278,
12.9333,1.21237,1.72284,
12.9667,1.16455,1.72289,
13,1.11672,2.14836,
13.0333,0.946584,2.14843,
13.0667,1.07425,2.14849,
13.1,1.20192,2.14856,
13.1333,1.13813,2.14863,
13.1667,1.02116,2.1487,
13.2,1.04247,2.14876,
13.2333,1.23398,2.14883,
13.2667,1.15955,2.1489,
13.3,1.12767,2.14895,
13.3333,1.14898,2.14902,
13.3667,1.15965,2.14908,
13.4,1.17033,2.14914,
13.4333,1.03205,2.14921,
13.4667,1.47896,2.14927,
13.5,1.14915,2.14934,
13.5333,1.15983,2.1494,
13.5667,1.1705,2.14947,
13.6,1.46849,2.14953,
13.6333,1.44725,2.1496,
13.6667,1.2451,2.14966,
13.7,1.35688,2.14973,
13.7333,1.46867,2.14979,
13.7667,1.64964,2.14985,
13.8,1.51133,2.14992,
13.8333,1.64974,2.14998,
13.8667,1.51142,2.15004,
13.9,1.22407,2.15011,
13.9333,0.830263,1.72439,
13.9667,0.532235,1.72444,
14,0.0958052,1.29869,
14.0333,0.0532267,1.29873,
14.0667,-0.106456,0.872943,
14.1,-0.55359,0.872968,
14.1333,-0.436496,0.872992,
14.1667,-0.319396,0.873016,
14.2,-0.138409,0.87304,
14.2333,-0.085177,0.873064,
14.2667,-0.212948,0.873088,
14.3,-0.340727,0.873112,
14.3333,-0.117128,0.873136,
14.3667,-0.617601,0.87316,
14.4,-0.638916,0.447241,
14.4333,-0.766721,0.447254,
14.4667,-0.564408,0.447267,
14.5,-0.766765,0.44728,
14.5333,-1.26733,0.447293,
14.5667,-0.777459,0.447305,
14.6,-0.628376,0.447318,
14.6333,-0.340824,0.873361,
14.6667,-0.159766,0.873385,
14.7,0.181073,0.873409,
14.7333,0.72431,1.2995,
14.7667,0.916065,1.28888,
14.8,1.26761,1.715,
14.8333,1.41677,2.14114,
14.8667,1.56594,2.14119,
14.9,1.73643,2.14124,
14.9333,1.42753,2.14129,
14.9667,1.45597,2.14135,
15,1.48442,2.1414,
15.0333,1.51287,2.14145,
15.0667,1.20394,2.14151,
15.1,1.48099,2.14158,
15.1333,1.49169,2.14164,
15.1667,1.19339,2.1417,
15.2,1.29288,2.14177,
15.2333,1.39237,2.14183,
15.2667,1.49187,2.1419,
15.3,1.52388,2.14195,
15.3333,1.22552,2.142,
15.3667,1.07636,2.14206,
15.4,1.12612,2.14211,
15.4333,1.17588,2.14217,
15.4667,1.22565,2.14222,
15.5,1.09779,2.14228,
15.5333,0.969914,2.14234,
15.5667,1.12982,2.14239,
15.6,1.14584,2.14245,
15.6333,1.16186,2.1425,
15.6667,1.21518,2.14256,
15.7,1.201,2.14261,
15.7333,1.18682,2.14267,
15.7667,1.17263,2.14272,
15.8,1.52449,2.17561,
15.8333,1.51389,2.20851,
15.8667,1.24741,2.2414,
15.9,1.3292,2.2743,
15.9333,1.411,2.3072,
15.9667,1.49281,2.3401,
16,1.35958,2.37301,
16.0333,1.22634,2.40592,
16.0667,1.57831,2.43883,
16.1,1.49305,2.47174,
16.1333,1.67442,2.50465,
16.1667,1.32252,2.53756,
16.2,1.55722,2.57048,
16.2333,1.51462,2.57058,
16.2667,1.53601,2.57068,
16.3,1.78139,2.14407,
16.3333,1.58942,2.57081,
16.3667,1.51478,2.14417,
16.4,1.50415,2.57093,
16.4333,1.65354,2.57098,
16.4667,1.60023,2.57104,
16.5,1.44024,2.5711,
16.5333,1.44028,2.57116,
16.5667,1.63235,2.57122,
16.6,1.63239,2.57129,
16.6333,1.45105,2.57135,
16.6667,1.71783,2.57141,
16.7,1.68586,2.57147,
16.7333,1.65389,2.57153,
16.7667,1.50454,2.5716,
16.8,1.70733,2.57167,
16.8333,1.65046,2.57174,
16.8667,1.59359,2.5718,
16.9,1.53672,2.57187,
16.9333,1.89961,2.57194,
16.9667,1.89966,2.57201,
17,1.69693,2.57208,
17.0333,1.729,2.57215,
17.0667,1.89982,2.57223,
17.1,2.0493,2.5723,
17.1333,1.55836,2.98864,
17.1667,1.70251,2.56177,
17.2,1.84666,2.98881,
17.2333,1.92159,2.98915,
17.2667,2.08196,2.98948,
17.3,2.0393,2.99025,
17.3333,1.85783,2.99103,
17.3667,1.86855,2.99181,
17.4,2.03943,2.99259,
17.4333,2.05015,2.99337,
17.4667,1.89003,2.99415,
17.5,1.91142,2.99492,
17.5333,1.93282,2.99569,
17.5667,1.5057,2.99646,
17.6,1.79407,2.99723,
17.6333,1.7941,2.998,
17.6667,2.00773,2.99877,
17.7,1.97573,2.99955,
17.7333,1.94374,3.00033,
17.7667,1.81562,3.00111,
17.8,1.98658,3.00051,
17.8333,2.0721,2.99991,
17.8667,1.97604,2.99931,
17.9,1.87998,2.99871,
17.9333,1.95482,2.99811,
17.9667,2.0724,2.99751,
18,2.00838,2.9969,
18.0333,1.83752,2.9963,
18.0667,1.90169,2.9957,
18.1,2.07271,2.9951,
18.1333,2.04073,2.9945,
18.1667,1.96601,2.9939,
18.2,1.86992,2.99329,
18.2333,2.05164,2.99268,
18.2667,2.05171,2.99208,
18.3,1.88077,2.99213,
18.3333,1.83806,2.99219,
18.3667,2.05183,2.99225,
18.4,1.98062,2.99231,
18.4333,1.90941,2.99237,
18.4667,1.8382,2.99242,
18.5,2.01993,2.99248,
18.5333,2.00393,2.99254,
18.5667,1.98794,2.9926,
18.6,1.79559,2.99266,
18.6333,1.96664,2.99271,
18.6667,2.05218,2.99277,
18.7,1.9774,2.99282,
18.7333,1.90262,2.99288,
18.7667,2.03092,2.99293,
18.8,2.02028,2.99301,
18.8333,2.00965,2.99309,
18.8667,1.84935,2.99317,
18.9,1.91354,2.99325,
18.9333,2.08464,2.99332,
18.9667,2.05262,2.9934,
19,1.89231,2.99348,
19.0333,2.02065,2.99355,
19.0667,2.05277,2.99363,
19.1,2.0849,2.9937,
19.1333,1.90319,2.99378,
19.1667,2.3737,2.99385,
19.2,2.05306,2.99405,
19.2333,2.01042,2.99425,
19.2667,1.96778,2.99444,
19.3,2.24591,3.42234,
19.3333,1.92513,3.41711,
19.3667,1.94124,3.41188,
19.4,1.95735,2.99485,
19.4333,2.22482,2.99495,
19.4667,2.41744,2.99505,
19.5,2.1073,2.99515,
19.5333,1.90413,3.41245,
19.5667,2.23582,3.41256,
19.6,2.37496,3.41267,
19.6333,2.00059,3.41278,
19.6667,1.92577,3.41289,
19.7,2.30029,3.41299,
19.7333,2.35921,3.4131,
19.7667,2.41814,3.41321,
19.8,2.38072,3.41326,
19.8333,2.34331,3.41331,
19.8667,2.3059,3.41337,
19.9,2.26848,3.41342,
19.9333,2.26138,3.41347,
19.9667,2.25428,3.41353,
20,2.24718,3.41358,
20.0333,2.43984,3.41363,
20.0667,2.40777,3.41368,
20.1,2.3757,3.41373,
20.1333,2.23662,3.41378,
20.1667,2.46139,3.41384,
20.2,2.44537,3.41388,
20.2333,2.42935,3.41393,
20.2667,2.26886,3.41398,
20.3,2.44016,3.41408,
20.3333,2.54726,3.41418,
20.3667,2.47241,3.41428,
20.4,2.27982,3.41438,
20.4333,2.35482,3.41448,
20.4667,2.54756,3.41459,
20.5,2.47271,3.41469,
20.5333,2.32291,3.41479,3.5
20.5667,2.31228,3.4149,
20.6,2.50504,3.41499,
20.6333,2.4837,3.41509,
20.6667,2.33389,3.41518,
20.7,2.35536,3.41528,
20.7333,1.68092,3.41537,
20.7667,2.5161,3.41547,
20.8,2.36625,3.41554,
20.8333,2.37434,3.41562,
20.8667,2.38242,3.83329,
20.9,2.3905,3.83337,
20.9333,2.39859,3.41585,
20.9667,2.43077,3.83354,
21,2.41479,3.83367,
21.0333,2.3988,3.8338,
21.0667,2.35605,3.83394,
21.1,2.656,3.83407,
21.1333,2.54899,3.8342,
21.1667,2.44198,3.83433,
21.2,2.35637,3.83446,
21.2333,2.63494,3.83459,
21.2667,2.78499,3.83472,
21.3,2.42086,3.83481,
21.3333,2.37807,3.83491,
21.3667,2.74235,3.835,
21.4,2.721,3.83511,
21.4333,2.82821,3.83522,
21.4667,2.61402,3.83532,
21.5,2.76408,3.83543,
21.5333,2.81237,3.83554,
21.5667,2.86066,3.83564,
21.6,2.53931,3.83575,
21.6333,2.61438,4.26444,
21.6667,2.68945,4.26455,
21.7,2.76453,4.26467,
21.7333,2.83962,4.26478,
21.7667,2.73253,4.2649,
21.8,2.58258,4.26501,
21.8333,2.73268,4.26513,
21.8667,2.74347,4.26524,
21.9,2.75426,4.26536,
21.9333,2.6043,4.2645,
21.9667,2.70082,4.26364,
22,2.85094,4.26277,
22.0333,2.79742,4.26189,
22.0667,2.61527,4.26102,
22.1,2.70108,4.26015,
22.1333,2.81905,4.25928,
22.1667,2.78697,4.25841,
22.2,2.63697,4.25755,
22.2333,3.14087,4.25669,
22.2667,2.83007,4.25583,
22.3,2.83015,4.25595,
22.3333,2.96959,4.25605,
22.3667,3.08759,4.25616,
22.4,3.24849,4.25627,
22.4333,2.85188,4.25638,
22.4667,2.92165,4.68536,
22.5,2.99142,4.6843,
22.5333,2.98615,4.68325,
22.5667,2.98088,4.68219,
22.6,2.9756,4.68114,
22.6333,2.97033,4.68009,
22.6667,3.14199,4.67903,
22.7,3.09918,4.67797,
22.7333,3.05638,4.67691,
22.7667,3.01357,4.67586,
22.8,3.11022,4.67725,
22.8333,3.27125,4.67866,
22.8667,3.21777,4.68007,
22.9,3.18574,4.68148,
22.9333,3.45406,4.68289,
22.9667,3.23968,4.6843,
23,3.21837,4.68571,
23.0333,3.06832,4.68711,
23.0667,3.56198,4.68851,
23.1,3.1437,5.10717,
23.1333,3.22431,5.1074,
23.1667,3.30494,5.10764,
23.2,3.40167,5.10787,
23.2333,3.19793,5.10811,
23.2667,3.13369,5.10834,
23.3,3.42351,5.10844,
23.3333,3.40215,5.10859,
23.3667,3.49884,5.10873,
23.4,3.17695,5.10888,
23.4333,3.59564,5.10903,
23.4667,3.43474,5.10917,
23.5,3.5046,5.10931,
23.5333,3.57447,5.53882,
23.5667,3.5048,5.32428,
23.6,3.43512,5.10974,
23.6333,3.43521,5.51781,
23.6667,3.55339,5.51795,
23.7,3.4998,5.51809,
23.7333,3.82196,5.51823,
23.7667,3.90795,5.51837,
23.8,3.54309,5.51862,
23.8333,3.66482,5.7606,
23.8667,4.00119,5.76082,
23.9,4.04618,5.76104,
23.9333,4.25403,5.76179,
23.9667,4.24338,5.76195,
24,4.06041,5.76212,
24.0333,4.01745,5.7623,
24.0667,4.22222,5.76247,
24.1,3.83458,6.20426,
24.1333,3.95318,6.20445,
24.1667,4.00715,6.20462,
24.2,4.06112,6.20479,
24.2333,4.11509,6.20495,
24.2667,3.9967,6.20512,
24.3,4.04719,6.20545,
24.3333,4.09765,6.20573,
24.3667,4.14811,6.20601,
24.4,3.99745,6.20628,
24.4333,3.84678,6.20656,
24.4667,4.04091,6.20684,
24.5,4.06534,5.76529,
24.5333,4.08977,5.76555,
24.5667,4.1142,5.76581,
24.6,4.13864,5.76607,
24.6333,4.16307,6.20824,
24.6667,4.18751,6.2085,
24.7,4.21194,6.20877,
24.7333,4.23637,6.20904,
24.7667,4.12875,6.2093,
24.8,4.0965,6.21123,
24.8333,4.42003,6.2132,
24.8667,4.31953,6.21517,
24.9,4.21903,6.21714,
24.9333,4.11852,6.21911,
24.9667,4.46365,6.22108,
25,4.46646,6.65251,
25.0333,4.46926,6.64998,
25.0667,4.47206,6.64744,
25.1,4.47487,6.6449,
25.1333,4.89551,6.64237,
25.1667,4.60449,6.63985,
25.2,4.55069,6.63732,
25.2333,4.88511,6.6348,
25.2667,4.89602,6.63228,
25.3,4.54033,7.08551,
25.3333,4.54053,6.63284,
25.3667,4.929,6.63312,
25.4,5.04066,6.6334,
25.4333,5.15234,6.64446,
25.4667,5.26402,7.07622,
25.5,4.41203,6.85537,
25.5333,4.88687,6.6345,
25.5667,4.61737,6.63631,
25.6,4.5744,6.63812,
25.6333,4.42354,6.63993,
25.6667,4.83372,6.64175,
25.7,4.70445,6.64357,
25.7333,4.57516,6.64538,
25.7667,4.44586,6.6472,
25.8,4.73709,6.64583,
25.8333,4.29456,6.64445,
25.8667,4.37562,6.64346,
25.9,4.45669,6.64246,
25.9333,4.8561,6.64147,
25.9667,5.0505,6.64048,
26,5.01288,6.63947,
26.0333,4.97526,6.63847,
26.0667,4.93763,6.63747,
26.1,4.9,7.09097,
26.1333,4.92173,7.08902,
26.1667,4.94347,7.08707,
26.2,4.7817,7.08513,
26.2333,4.92217,7.08318,
26.2667,4.98708,7.08123,
26.3,4.98731,7.08082,
26.3333,5.03067,7.08036,
26.3667,5.38712,7.0799,
26.4,5.05263,7.07944,
26.4333,5.15359,7.07898,
26.4667,5.25455,7.07852,
26.5,5.35553,7.07808,
26.5333,5.0534,7.07763,
26.5667,5.08059,7.07719,
26.6,5.10778,7.07674,
26.6333,5.34556,7.07629,
26.6667,5.00016,7.07582,
26.7,5.05433,7.07534,
26.7333,5.1085,7.07486,
26.7667,5.31388,7.07437,
26.8,4.96843,7.07461,
26.8333,4.90375,7.07479,
26.8667,4.83907,7.07497,
26.9,5.30367,7.07516,
26.9333,5.01216,7.07535,
26.9667,4.97989,7.07554,
27,4.94761,7.07573,
27.0333,5.30424,7.07592,
27.0667,5.52044,7.0761,
27.1,5.03443,7.07629,
27.1333,5.20741,7.07646,
27.1667,5.32639,7.07664,
27.2,5.2833,7.07682,
27.2333,5.07849,7.07747,
27.2667,4.91688,7.07814,
27.3,5.07375,7.07839,
27.3333,5.23063,7.07864,
27.3667,5.01466,7.07889,
27.4,4.98602,7.07913,
27.4333,4.95737,7.07938,
27.4667,4.92872,7.07962,
27.5,4.90006,7.07987,
27.5333,4.87141,7.08012,
27.5667,4.84275,7.08036,
27.6,5.39423,7.08061,
27.6333,4.99443,7.08085,
27.6667,4.95136,7.08109,
27.7,4.77855,7.08134,
27.7333,4.97332,7.08158,
27.7667,5.01674,7.08182,
27.8,4.98445,7.08203,
27.8333,4.95216,7.08223,
27.8667,5.33075,7.08244,
27.9,5.30117,7.08265,
27.9333,5.27162,7.50462,
27.9667,5.24206,7.50488,
28,5.21251,7.50514,
28.0333,5.37491,7.5054,
28.0667,5.3174,7.50564,
28.1,5.25988,7.50587,
28.1333,5.20236,7.50611,
28.1667,5.38639,7.50633,
28.2,5.3541,7.50656,
28.2333,5.32181,7.50678,
28.2667,5.18134,7.507,
28.3,5.35443,7.50702,
28.3333,5.14892,7.50704,
28.3667,5.28956,7.50706,
28.4,5.27515,7.50708,
28.4333,5.26074,7.5071,
28.4667,5.24633,7.50712,
28.5,5.23213,7.50744,
28.5333,5.21793,7.50777,
28.5667,5.20373,7.50809,
28.6,5.33379,7.50842,
28.6333,5.30156,7.50874,
28.6667,5.16113,7.50907,
28.7,5.16135,7.50939,
28.7333,5.34554,7.50973,
28.7667,5.32414,7.51007,
28.8,5.17277,7.50881,
28.8333,5.23782,7.50755,
